1,7
2,6
3,5
4,6
5,7
6,4
7,7
8,6
9,5
10,6
11,7
12,3
13,7
14,6
15,5
16,6
17,7
18,4
19,7
20,6
21,7
22,5
23,7
24,6
25,2
26,6
27,7
28,5
29,7
30,6
31,7
32,4
33,7
34,6
35,5
36,6
37,7
38,3
39,7
40,6
41,5
42,6
43,7
44,4
45,7
46,6
47,5
48,6
49,7
50,1
51,7
52,6
53,5
54,6
55,7
56,4
57,7
58,6
59,5
60,6
61,7
62,3
63,7
64,6
65,5
66,6
67,7
68,4
69,7
70,6
71,7
72,5
73,7
74,6
75,2
76,6
77,7
78,5
79,7
80,6
81,7
82,4
83,7
84,6
85,5
86,6
87,7
88,3
89,7
90,6
91,5
92,6
93,7
94,4
95,7
96,6
97,5
98,6
99,7
100,8
